iso3,time_period,obs_value,data_source
POL,2024,1.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
PRT,2024,3.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
QAT,2024,5.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
KOR,2024,1.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
ROU,2024,7.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
LCA,2024,2.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
WSM,2024,8.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TON,2024,1.6,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
STP,2024,10.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SAU,2024,11.1,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SYC,2024,6.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SLE,2024,25.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SGP,2024,2.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SLB,2024,29.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SOM,2024,23.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
ZAF,2024,24.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
LKA,2024,10.1,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SUR,2024,8.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SWZ,2024,18.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SYR,2024,23.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TJK,2024,13.1,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
THA,2024,12.3,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
MKD,2024,3.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TLS,2024,45.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TGO,2024,23.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TTO,2024,7.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TUR,2024,5.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TKM,2024,6.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TUV,2024,5.3,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
UKR,2024,11.7,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
GBR,2024,3.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
USA,2024,4.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
URY,2024,6.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
UZB,2024,6.7,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
VNM,2024,19.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
YEM,2024,47.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
ZWE,2024,23.7,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
IDN,2024,22.6,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
MMR,2024,24.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
PNG,2024,47.6,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
PHL,2024,27.7,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
FJI,2024,7.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
VUT,2024,31.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SEN,2024,17.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
CUB,2024,7.3,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SDN,2024,35.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
EGY,2024,12.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SSD,2024,30.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
PSE,2024,8.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
MNE,2024,8.0,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
SRB,2024,4.6,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TUN,2024,8.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
COL,2024,11.6,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
RWA,2024,29.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TZA,2024,29.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
COD,2024,44.1,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
UGA,2024,23.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
MWI,2024,33.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
ZMB,2024,32.3,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
CMR,2024,27.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
TCD,2024,31.5,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
CAF,2024,38.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
COG,2024,16.3,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
NGA,2024,33.8,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
BEN,2024,33.2,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
COM,2024,17.4,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
IND,2024,32.9,UNICEF/WHO/World Bank Joint Malnutrition Estimates - Country Level Stunting Estimates
